SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos,SalaryBaseSalary,SalaryCompensation,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Remarks
HOU,Camargo ,Luiz ,Luiz  Camargo ,M ,192000.00,202000.00,"May 15, 2012",2012,May,May 2012,,
LAG,Barrett ,Chad ,Chad  Barrett ,F ,192000.00,225333.00,"January 9, 2011",2011,January,January 2011,,
CHV,Nagamura ,Paulo ,Paulo  Nagamura ,M ,192000.00,197500.00,"August 12, 2010",2010,August,August 2010,,
LAG,Dominguez ,Eduardo ,Eduardo  Dominguez ,D ,192000.00,192000.00,"July 10, 2008",2008,July,July 2008,,
NYRB,Pietravallo ,Juan  ,Juan   Pietravallo ,M ,192000.00,192000.00,"July 10, 2008",2008,July,July 2008,,
LAG,Cannon ,Joe ,Joe  Cannon ,GK ,192000.00,192000.00,"July 31, 2007",2007,July,July 2007,,
CLB,Gaven ,Eddie ,Eddie  Gaven ,M-F ,190575.00,190575.00,"August 12, 2010",2010,August,August 2010,,
COL,Casey ,Conor ,Conor  Casey ,F ,190008.00,190008.00,"July 10, 2008",2008,July,July 2008,,
DC,Carreiro da Silva ,Fred ,Fred  Carreiro da Silva ,M-F ,190008.00,222008.00,"July 31, 2007",2007,July,July 2007,,
NYRB,Duvall,Chris,Chris Duvall,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Dwyer,Dom,Dom Dwyer,F,400000.00,518750.00,"September 15, 2015",2015,September,September 2015,,
DC,Dykstra,Andrew,Andrew Dykstra,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Earle,Otis,Otis Earle,D,60000.00,77125.00,"September 15, 2015",2015,September,September 2015,,
VAN,Earnshaw,Robert,Robert Earnshaw,F,100000.00,100000.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Sekagya,Ibrahim,Ibrahim Sekagya,D,190000.00,219000.00,"September 15, 2014",2014,September,September 2014,,
NYRB,Sekagya,Ibrahim,Ibrahim Sekagya,D,190000.00,219000.00,"April 1, 2014",2014,April,April 2014,,
CLB,Sanchez,Matias,Matias Sanchez,M,190000.00,230000.00,"September 15, 2013",2013,September,September 2013,,
COL,Pickens,Matt,Matt Pickens,GK,190000.00,212933.00,"September 15, 2013",2013,September,September 2013,,
DC,Pajoy,Lionard,Lionard Pajoy,F,190000.00,205000.00,"September 15, 2013",2013,September,September 2013,,
CLB,Gaven,Eddie,Eddie Gaven,M-F,190000.00,195000.00,"September 15, 2013",2013,September,September 2013,,
SEA,Hurtado,Jhon Kennedy,Jhon Kennedy Hurtado,D,190000.00,190000.00,"September 15, 2013",2013,September,September 2013,,
CLB,Sanchez,Matias,Matias Sanchez,M,190000.00,230000.00,"August 1, 2013",2013,August,August 2013,,
COL,Pickens,Matt,Matt Pickens,GK,190000.00,212933.00,"August 1, 2013",2013,August,August 2013,,
DC,Pajoy,Lionard,Lionard Pajoy,F,190000.00,205000.00,"August 1, 2013",2013,August,August 2013,,
CLB,Gaven,Eddie,Eddie Gaven,M-F,190000.00,195000.00,"August 1, 2013",2013,August,August 2013,,
SEA,Hurtado,Jhon Kennedy,Jhon Kennedy Hurtado,D,190000.00,190000.00,"August 1, 2013",2013,August,August 2013,,
CLB,Sanchez,Matias,Matias Sanchez,M,190000.00,230000.00,"May 1, 2013",2013,May,May 2013,,
COL,Pickens,Matt,Matt Pickens,GK,190000.00,212933.00,"May 1, 2013",2013,May,May 2013,,
DC,Pajoy,Lionard,Lionard Pajoy,F,190000.00,205000.00,"May 1, 2013",2013,May,May 2013,,
CLB,Gaven,Eddie,Eddie Gaven,M-F,190000.00,195000.00,"May 1, 2013",2013,May,May 2013,,
SEA,Hurtado,Jhon Kennedy,Jhon Kennedy Hurtado,D,190000.00,190000.00,"May 1, 2013",2013,May,May 2013,,
VAN,Rochat,Alain,Alain Rochat,D,190000.00,190000.00,"May 1, 2013",2013,May,May 2013,,
SJE,Stephenson ,Khari ,Khari  Stephenson ,M ,190000.00,203333.00,"January 10, 2012",2012,January,January 2012,,
MTL,Perkins ,Troy ,Troy  Perkins ,GK ,190000.00,201833.00,"January 10, 2012",2012,January,January 2012,,
CLB,Gaven ,Eddie ,Eddie  Gaven ,M-F ,190000.00,195000.00,"January 10, 2012",2012,January,January 2012,,
FCD,Ihemelu ,Ugo ,Ugo  Ihemelu ,D ,190000.00,190000.00,"January 10, 2012",2012,January,January 2012,,
NYRB,Holgersson ,Markus ,Markus  Holgersson ,D ,190000.00,190000.00,"January 10, 2012",2012,January,January 2012,,
SJE,Stephenson ,Khari ,Khari  Stephenson ,M ,190000.00,203333.00,"August 1, 2012",2012,August,August 2012,,
POR,Perkins ,Troy ,Troy  Perkins ,GK ,190000.00,201833.00,"August 1, 2012",2012,August,August 2012,,
CLB,Gaven ,Eddie ,Eddie  Gaven ,M-F ,190000.00,195000.00,"August 1, 2012",2012,August,August 2012,,
FCD,Ihemelu ,Ugo ,Ugo  Ihemelu ,D ,190000.00,190000.00,"August 1, 2012",2012,August,August 2012,,
NYRB,Holgersson ,Markus ,Markus  Holgersson ,D ,190000.00,190000.00,"August 1, 2012",2012,August,August 2012,,
SJE,Stephenson ,Khari ,Khari  Stephenson ,M ,190000.00,203333.00,"May 15, 2012",2012,May,May 2012,,
POR,Perkins ,Troy ,Troy  Perkins ,GK ,190000.00,201833.00,"May 15, 2012",2012,May,May 2012,,
CLB,Gaven ,Eddie ,Eddie  Gaven ,M-F ,190000.00,195000.00,"May 15, 2012",2012,May,May 2012,,
FCD,Ihemelu ,Ugo ,Ugo  Ihemelu ,D ,190000.00,190000.00,"May 15, 2012",2012,May,May 2012,,
NYRB,Holgersson ,Markus ,Markus  Holgersson ,D ,190000.00,190000.00,"May 15, 2012",2012,May,May 2012,,
COL,Mullan ,Brian ,Brian  Mullan ,M ,190000.00,199313.00,"January 9, 2011",2011,January,January 2011,,
SJE,Cannon ,Joe ,Joe  Cannon ,GK ,190000.00,200256.00,"August 12, 2010",2010,August,August 2010,,
TFC,Garcia ,Nick ,Nick  Garcia ,D ,190000.00,198750.00,"August 12, 2010",2010,August,August 2010,,
HOU,Boswell ,Robert ,Robert  Boswell ,D ,190000.00,190000.00,"August 12, 2010",2010,August,August 2010,,
SJE,Corrales ,Ramiro ,Ramiro  Corrales ,M ,190000.00,202500.00,"September 15, 2009",2009,September,September 2009,,
TFC,Garcia ,Nick ,Nick  Garcia ,D ,190000.00,198750.00,"September 15, 2009",2009,September,September 2009,,
SJE,Corrales ,Ramiro ,Ramiro  Corrales ,M ,190000.00,202500.00,"July 10, 2008",2008,July,July 2008,,
NYRB,Kovalenko ,Dema ,Dema  Kovalenko ,M ,190000.00,197375.00,"July 31, 2007",2007,July,July 2007,,
SEA,Jaqua ,Nate ,Nate  Jaqua ,F ,189996.00,208121.00,"September 15, 2009",2009,September,September 2009,,
DC,Boswell,Bobby,Bobby Boswell,D,189667.00,189667.00,"September 15, 2014",2014,September,September 2014,,
PHI,Gonzalez ,Juan Diego ,Juan Diego  Gonzalez ,D ,189000.00,193463.00,"January 9, 2011",2011,January,January 2011,,
COL,Thomas ,Hendry ,Hendry  Thomas ,M ,187800.00,197800.00,"January 10, 2012",2012,January,January 2012,,
NE,Reis ,Matt ,Matt  Reis ,GK ,187312.00,191112.00,"January 9, 2011",2011,January,January 2011,,
PHI,Edu,Maurice,Maurice Edu,M,700000.00,768750.00,"September 15, 2015",2015,September,September 2015,,
RSL,Beltran,Anthony,Anthony Beltran,D,186450.00,186450.00,"September 15, 2014",2014,September,September 2014,,
RSL,Beltran,Anthony,Anthony Beltran,D,186450.00,186450.00,"April 1, 2014",2014,April,April 2014,,
SEA,Parke ,Jeff ,Jeff  Parke ,D ,185325.00,185325.00,"January 10, 2012",2012,January,January 2012,,
SEA,Parke ,Jeff ,Jeff  Parke ,D ,185325.00,185325.00,"August 1, 2012",2012,August,August 2012,,
SEA,Parke ,Jeff ,Jeff  Parke ,D ,185325.00,185325.00,"May 15, 2012",2012,May,May 2012,,
PHI,Carroll,Brian,Brian Carroll,M,185220.00,185220.00,"September 15, 2014",2014,September,September 2014,,
PHI,Carroll,Brian,Brian Carroll,M,185220.00,185220.00,"April 1, 2014",2014,April,April 2014,,
SKC,Collin ,Aurelien ,Aurelien  Collin ,D ,185004.00,191254.00,"January 9, 2011",2011,January,January 2011,,
ORL,Edwards,Earl,Earl Edwards,GK,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Gordon,Alan,Alan Gordon,F,185000.00,206667.00,"September 15, 2014",2014,September,September 2014,,
PHI,Maidana,Cristian,Cristian Maidana,F,185000.00,198750.00,"September 15, 2014",2014,September,September 2014,,
HOU,Taylor,Jermaine,Jermaine Taylor,D,185000.00,194500.00,"September 15, 2014",2014,September,September 2014,,
SJE,Cronin,Sam,Sam Cronin,M,185000.00,187500.00,"September 15, 2014",2014,September,September 2014,,
SJE,Gordon,Alan,Alan Gordon,F,185000.00,206667.00,"April 1, 2014",2014,April,April 2014,,
PHI,Maidana,Cristian,Cristian Maidana,F,185000.00,198750.00,"April 1, 2014",2014,April,April 2014,,
HOU,Taylor,Jermaine,Jermaine Taylor,D,185000.00,194500.00,"April 1, 2014",2014,April,April 2014,,
SJE,Cronin,Sam,Sam Cronin,M,185000.00,187500.00,"April 1, 2014",2014,April,April 2014,,
HOU,Hall,Tally,Tally Hall,GK,185000.00,198500.00,"September 15, 2013",2013,September,September 2013,,
POR,Jewsbury,Jack,Jack Jewsbury,D,185000.00,194750.00,"September 15, 2013",2013,September,September 2013,,
CHI,Busch ,Jon ,Jon  Busch ,GK ,135000.00,136350.00,"September 15, 2009",2009,September,September 2009,,
HOU,Hall,Tally,Tally Hall,GK,185000.00,198500.00,"August 1, 2013",2013,August,August 2013,,
POR,Jewsbury,Jack,Jack Jewsbury,D,185000.00,194750.00,"August 1, 2013",2013,August,August 2013,,
CHI,Busch ,Jon ,Jon  Busch ,GK ,80000.00,81250.00,"July 10, 2008",2008,July,July 2008,,
HOU,Hall,Tally,Tally Hall,GK,185000.00,198500.00,"May 1, 2013",2013,May,May 2013,,
POR,Jewsbury,Jack,Jack Jewsbury,D,185000.00,194750.00,"May 1, 2013",2013,May,May 2013,,
LAG,Magee,Mike,Mike Magee,F,185000.00,191667.00,"May 1, 2013",2013,May,May 2013,,
CHV,Moreno ,Alejandro ,Alejandro  Moreno ,F ,185000.00,195000.00,"January 10, 2012",2012,January,January 2012,,
NYRB,Solli ,Jan Gunnar ,Jan Gunnar  Solli ,M ,185000.00,185000.00,"January 10, 2012",2012,January,January 2012,,
SEA,Alonso ,Osvaldo ,Osvaldo  Alonso ,M ,185000.00,185000.00,"January 10, 2012",2012,January,January 2012,,
CHV,Moreno ,Alejandro ,Alejandro  Moreno ,F ,185000.00,195000.00,"August 1, 2012",2012,August,August 2012,,
NYRB,Solli ,Jan Gunnar ,Jan Gunnar  Solli ,M ,185000.00,185000.00,"August 1, 2012",2012,August,August 2012,,
SEA,Alonso ,Osvaldo ,Osvaldo  Alonso ,M ,185000.00,185000.00,"August 1, 2012",2012,August,August 2012,,
CHV,Moreno ,Alejandro ,Alejandro  Moreno ,F ,185000.00,195000.00,"May 15, 2012",2012,May,May 2012,,
NYRB,Solli ,Jan Gunnar ,Jan Gunnar  Solli ,M ,185000.00,185000.00,"May 15, 2012",2012,May,May 2012,,
SEA,Alonso ,Osvaldo ,Osvaldo  Alonso ,M ,185000.00,185000.00,"May 15, 2012",2012,May,May 2012,,
TFC,Brennan ,Jim ,Jim  Brennan ,D ,185000.00,193250.00,"September 15, 2009",2009,September,September 2009,,
DC,Davies ,Charlie ,Charlie  Davies ,F ,184620.00,244870.00,"January 9, 2011",2011,January,January 2011,,
VAN,DeMerit,Jay,Jay DeMerit,D,184000.00,247500.00,"April 1, 2014",2014,April,April 2014,,
SJE,Alvarez ,Arturo ,Arturo  Alvarez ,M-F ,183338.00,192676.00,"August 12, 2010",2010,August,August 2010,,
NE,Reis ,Matt ,Matt  Reis ,GK ,182011.00,182011.00,"August 12, 2010",2010,August,August 2010,,
HOU,Onstad ,Pat ,Pat  Onstad ,GK ,181650.00,181650.00,"September 15, 2009",2009,September,September 2009,,
DC,Jakovic ,Dejan ,Dejan  Jakovic ,D ,181600.00,201643.00,"January 9, 2011",2011,January,January 2011,,
SJE,Harris,Atiba,Atiba Harris,M-F,181500.00,189775.00,"September 15, 2014",2014,September,September 2014,,
SJE,Harris,Atiba,Atiba Harris,M-F,181500.00,189775.00,"April 1, 2014",2014,April,April 2014,,
VAN,Cannon,Joe,Joe Cannon,GK,180500.00,189917.00,"September 15, 2013",2013,September,September 2013,,
VAN,Cannon,Joe,Joe Cannon,GK,180500.00,189917.00,"August 1, 2013",2013,August,August 2013,,
VAN,Cannon,Joe,Joe Cannon,GK,180500.00,189917.00,"May 1, 2013",2013,May,May 2013,,
HOU,Mullan ,Brian ,Brian  Mullan ,M ,180500.00,189813.00,"August 12, 2010",2010,August,August 2010,,
SJE,Cannon ,Joe ,Joe  Cannon ,GK ,180500.00,190756.00,"September 15, 2009",2009,September,September 2009,,
SKC,Ellis,Kevin,Kevin Ellis,D,60000.00,63150.00,"September 15, 2015",2015,September,September 2015,,
COL,Eloundou,Charles,Charles Eloundou,F,60000.00,65000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Emeghara,Innocent,Innocent Emeghara,F,988000.00,1300000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Escobar,Rolando,Rolando Escobar,M,180000.00,185000.00,"September 15, 2015",2015,September,September 2015,,
DC,Espindola,Fabian,Fabian Espindola,F,175000.00,175000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Espinoza,Roger,Roger Espinoza,M,750000.00,750000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Evans,Brad,Brad Evans,F,276665.00,302666.00,"September 15, 2015",2015,September,September 2015,,
PHI,Fabinho,Fabinho,Fabinho,D,114000.00,118500.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Facey,Shay,Shay Facey,D,120000.00,120000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Dovale,Toni,Toni Dovale,D,180000.00,185000.00,"September 15, 2014",2014,September,September 2014,,
FCD,Thomas,Hendry,Hendry Thomas,M,180000.00,180000.00,"September 15, 2014",2014,September,September 2014,,
NYCFC,Jacobson,Andrew,Andrew Jacobson,M,180000.00,180000.00,"September 15, 2014",2014,September,September 2014,,
TFC,Rey,Alvaro,Alvaro Rey,F,180000.00,204450.00,"April 1, 2014",2014,April,April 2014,,
SKC,Dovale,Toni,Toni Dovale,D,180000.00,185000.00,"April 1, 2014",2014,April,April 2014,,
FCD,Thomas,Hendry,Hendry Thomas,M,180000.00,180000.00,"April 1, 2014",2014,April,April 2014,,
NYRB,McCarty,Dax,Dax McCarty,M,180000.00,222500.00,"September 15, 2013",2013,September,September 2013,,
CHI,Busch ,Jon ,Jon  Busch ,GK ,58008.00,58008.00,"July 31, 2007",2007,July,July 2007,,
TFC,Rey,Alvaro,Alvaro Rey,F,180000.00,204450.00,"September 15, 2013",2013,September,September 2013,,
COL,Thomas,Hendry,Hendry Thomas,M,180000.00,200000.00,"September 15, 2013",2013,September,September 2013,,
CHI,Carr ,Calen ,Calen  Carr ,F ,71250.00,75500.00,"August 12, 2010",2010,August,August 2010,,
POR,Silvestre,Mikael,Mikael Silvestre,D,180000.00,186667.00,"September 15, 2013",2013,September,September 2013,,
SKC,Besler,Matt,Matt Besler,D,180000.00,180000.00,"September 15, 2013",2013,September,September 2013,,
MTL,Rodriguez,Adrian Lopez,Adrian Lopez Rodriguez,D,180000.00,180000.00,"September 15, 2013",2013,September,September 2013,,
NYRB,McCarty,Dax,Dax McCarty,M,180000.00,222500.00,"August 1, 2013",2013,August,August 2013,,
CHI,Carr ,Calen ,Calen  Carr ,F ,58410.00,70910.00,"September 15, 2009",2009,September,September 2009,,
TFC,Rey,Alvaro,Alvaro Rey,F,180000.00,204450.00,"August 1, 2013",2013,August,August 2013,,
COL,Thomas,Hendry,Hendry Thomas,M,180000.00,200000.00,"August 1, 2013",2013,August,August 2013,,
CHI,Carr ,Calen ,Calen  Carr ,F ,50600.00,63100.00,"July 10, 2008",2008,July,July 2008,,
POR,Silvestre,Mikael,Mikael Silvestre,D,180000.00,186667.00,"August 1, 2013",2013,August,August 2013,,
SKC,Besler,Matt,Matt Besler,D,180000.00,180000.00,"August 1, 2013",2013,August,August 2013,,
MTL,Rodriguez,Adrian Lopez,Adrian Lopez Rodriguez,D,180000.00,180000.00,"August 1, 2013",2013,August,August 2013,,
NYRB,McCarty,Dax,Dax McCarty,M,180000.00,222500.00,"May 1, 2013",2013,May,May 2013,,
CHI,Carr ,Calen ,Calen  Carr ,F ,38000.00,50500.00,"July 31, 2007",2007,July,July 2007,,
COL,Thomas,Hendry,Hendry Thomas,M,180000.00,200000.00,"May 1, 2013",2013,May,May 2013,,
CHI,Castillo ,Nery ,Nery  Castillo ,M-F ,1400004.00,1788061.00,"August 12, 2010",2010,August,August 2010,,
POR,Silvestre,Mikael,Mikael Silvestre,D,180000.00,186667.00,"May 1, 2013",2013,May,May 2013,,
COL,Harbottle,Kevin,Kevin Harbottle,F,180000.00,180000.00,"May 1, 2013",2013,May,May 2013,,
SKC,Besler,Matt,Matt Besler,D,180000.00,180000.00,"May 1, 2013",2013,May,May 2013,,
TFC,Ephraim,Hogan,Hogan Ephraim,F,180000.00,180000.00,"May 1, 2013",2013,May,May 2013,,
LAG,Gonzalez ,Omar ,Omar  Gonzalez ,D ,180000.00,257000.00,"January 10, 2012",2012,January,January 2012,,
MTL,Nesta ,Alessandro ,Alessandro  Nesta ,D ,180000.00,225000.00,"January 10, 2012",2012,January,January 2012,,
NE,Toja ,Juan ,Juan  Toja ,M-F ,180000.00,200000.00,"January 10, 2012",2012,January,January 2012,,
DC,Pajoy ,Lionard ,Lionard  Pajoy ,F ,180000.00,195000.00,"January 10, 2012",2012,January,January 2012,,
POR,Jewsbury ,Jack ,Jack  Jewsbury ,D ,180000.00,189750.00,"January 10, 2012",2012,January,January 2012,,
SJE,Lenhart ,Steven ,Steven  Lenhart ,F ,180000.00,187500.00,"January 10, 2012",2012,January,January 2012,,
LAG,Gonzalez ,Omar ,Omar  Gonzalez ,D ,180000.00,257000.00,"August 1, 2012",2012,August,August 2012,,
MTL,Nesta ,Alessandro ,Alessandro  Nesta ,D ,180000.00,225000.00,"August 1, 2012",2012,August,August 2012,,
PHI,Pajoy ,Lionard ,Lionard  Pajoy ,F ,180000.00,195000.00,"August 1, 2012",2012,August,August 2012,,
POR,Jewsbury ,Jack ,Jack  Jewsbury ,D ,180000.00,189750.00,"August 1, 2012",2012,August,August 2012,,
SJE,Lenhart ,Steven ,Steven  Lenhart ,F ,180000.00,187500.00,"August 1, 2012",2012,August,August 2012,,
LAG,Gonzalez ,Omar ,Omar  Gonzalez ,D ,180000.00,257000.00,"May 15, 2012",2012,May,May 2012,,
PHI,Pajoy ,Lionard ,Lionard  Pajoy ,F ,180000.00,195000.00,"May 15, 2012",2012,May,May 2012,,
POR,Jewsbury ,Jack ,Jack  Jewsbury ,D ,180000.00,189750.00,"May 15, 2012",2012,May,May 2012,,
SJE,Lenhart ,Steven ,Steven  Lenhart ,F ,180000.00,187500.00,"May 15, 2012",2012,May,May 2012,,
NYRB,Rodgers ,Luke ,Luke  Rodgers ,F ,180000.00,180000.00,"January 9, 2011",2011,January,January 2011,,
NYRB,Solli ,Jan Gunnar ,Jan Gunnar  Solli ,M ,180000.00,180000.00,"January 9, 2011",2011,January,January 2011,,
PHI,Valdes ,Carlos ,Carlos  Valdes ,D ,180000.00,180000.00,"January 9, 2011",2011,January,January 2011,,
DC,Allsopp ,Danny ,Danny  Allsopp ,F ,180000.00,217500.00,"August 12, 2010",2010,August,August 2010,,
CHI,Chaves ,Diego ,Diego  Chaves ,F ,45000.00,45000.00,"January 9, 2011",2011,January,January 2011,,
LAG,Berhalter ,Gregg ,Gregg  Berhalter ,D ,180000.00,198750.00,"August 12, 2010",2010,August,August 2010,,
NE,Perovic ,Marko ,Marko  Perovic ,M ,180000.00,190000.00,"August 12, 2010",2010,August,August 2010,,
PHI,Coudet ,Eduardo ,Eduardo  Coudet ,M ,180000.00,185000.00,"August 12, 2010",2010,August,August 2010,,
PHI,Gonzalez ,Juan Diego ,Juan Diego  Gonzalez ,D ,180000.00,184463.00,"August 12, 2010",2010,August,August 2010,,
SKC,Kamara ,Kei ,Kei  Kamara ,F ,180000.00,182500.00,"August 12, 2010",2010,August,August 2010,,
SEA,Montero ,Fredy ,Fredy  Montero ,F ,180000.00,180000.00,"August 12, 2010",2010,August,August 2010,,
SKC,Lopez ,Claudio ,Claudio  Lopez ,F ,180000.00,180000.00,"September 15, 2009",2009,September,September 2009,,
DC,Peralta ,Gonzalo ,Gonzalo  Peralta ,D ,180000.00,199000.00,"July 10, 2008",2008,July,July 2008,,
NYRB,Van Den Bergh ,Dave ,Dave  Van Den Bergh ,M ,180000.00,214583.00,"July 31, 2007",2007,July,July 2007,,
LAG,Klein ,Chris ,Chris  Klein ,M ,180000.00,187250.00,"July 31, 2007",2007,July,July 2007,,
COL,Casey ,Conor ,Conor  Casey ,F ,180000.00,180000.00,"July 31, 2007",2007,July,July 2007,,
COL,Pickens ,Matt ,Matt  Pickens ,GK ,178538.00,181038.00,"January 10, 2012",2012,January,January 2012,,
COL,Pickens ,Matt ,Matt  Pickens ,GK ,178538.00,181038.00,"August 1, 2012",2012,August,August 2012,,
COL,Pickens ,Matt ,Matt  Pickens ,GK ,178538.00,181038.00,"May 15, 2012",2012,May,May 2012,,
LAG,Buddle ,Edson ,Edson  Buddle ,F ,178448.00,188448.00,"August 12, 2010",2010,August,August 2010,,
DC,Franklin,Sean,Sean Franklin,D,178333.00,210000.00,"September 15, 2014",2014,September,September 2014,,
NYRB,Coundoul ,Bouna ,Bouna  Coundoul ,GK ,178250.00,179500.00,"January 9, 2011",2011,January,January 2011,,
NE,Fagundez,Diego,Diego Fagundez,F,125000.00,152200.00,"September 15, 2015",2015,September,September 2015,,
PHI,Carroll,Brian,Brian Carroll,M,176400.00,176400.00,"September 15, 2013",2013,September,September 2013,,
PHI,Carroll,Brian,Brian Carroll,M,176400.00,176400.00,"August 1, 2013",2013,August,August 2013,,
PHI,Carroll,Brian,Brian Carroll,M,176400.00,176400.00,"May 1, 2013",2013,May,May 2013,,
CLB,Gonzalez,Giancarlo,Giancarlo Gonzalez,D,176000.00,243750.00,"April 1, 2014",2014,April,April 2014,,
CHI,Cochrane,Greg,Greg Cochrane,D,48500.00,48500.00,"September 15, 2014",2014,September,September 2014,,
NE,Albright ,Chris ,Chris  Albright ,D ,176000.00,176000.00,"September 15, 2009",2009,September,September 2009,,
TFC,Brockie,Jeremy,Jeremy Brockie,M-F,175200.00,175200.00,"August 1, 2013",2013,August,August 2013,,
COL,Noonan ,Pat ,Pat  Noonan ,F ,175008.00,175008.00,"September 15, 2009",2009,September,September 2009,,
CLB,Noonan ,Pat ,Pat  Noonan ,F ,175008.00,175008.00,"July 10, 2008",2008,July,July 2008,,
DC,Farfan,Michael,Michael Farfan,M,120000.00,120000.00,"September 15, 2015",2015,September,September 2015,,
NE,Farrell,Andrew,Andrew Farrell,D,117500.00,198500.00,"September 15, 2015",2015,September,September 2015,,
SKC,Feilhaber,Benny,Benny Feilhaber,M,350000.00,362188.00,"September 15, 2015",2015,September,September 2015,,
PHI,Fernandes,Leo,Leo Fernandes,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Fernandez,Collin,Collin Fernandez,M,65000.00,67000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Fernandez,Eduardo,Eduardo Fernandez,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
COL,Figueroa,Maynor,Maynor Figueroa,D,99996.00,99996.00,"September 15, 2015",2015,September,September 2015,,
