SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos, SalaryBaseSalary , SalaryCompensation ,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Column2
COL,Clark ,Colin ,Colin  Clark ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Coundoul ,Bouna ,Bouna  Coundoul ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Cummings ,Omar ,Omar  Cummings ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Dalby ,Greg ,Greg  Dalby ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
COL,Harvey ,Jordan ,Jordan  Harvey ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Burse ,Ray ,Ray  Burse ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Daniels ,Andrew ,Andrew  Daniels ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Dello-Russo ,Michael ,Michael  Dello-Russo ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Oduro ,Dominic ,Dominic  Oduro ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Pitchkolan ,Aaron ,Aaron  Pitchkolan ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Thompson ,Abe ,Abe  Thompson ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
DC,Burch ,Marc ,Marc  Burch ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
DC,Dyachenko ,Rod ,Rod  Dyachenko ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
DC,Khumalo ,Thabiso ,Thabiso  Khumalo ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
DC,McTavish ,Devon ,Devon  McTavish ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
DC,Mediate ,Domenic ,Domenic  Mediate ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Ashe ,Corey ,Corey  Ashe ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Boswell ,Robert ,Robert  Boswell ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Brown ,Kyle ,Kyle  Brown ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Cameron ,Geoff ,Geoff  Cameron ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Wondolowski ,Chris ,Chris  Wondolowski ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SKC,Hohlbein ,Aaron ,Aaron  Hohlbein ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SKC,Kronberg ,Eric ,Eric  Kronberg ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SKC,Morsink ,Kurt ,Kurt  Morsink ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SKC,Wahl ,Tyson ,Tyson  Wahl ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
LAG,Randolph ,Michael ,Michael  Randolph ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
LAG,Roberts ,Troy ,Troy  Roberts ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
LAG,Saunders ,Josh ,Josh  Saunders ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Cristman ,Adam ,Adam  Cristman ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Larentowicz ,Jeff ,Jeff  Larentowicz ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Mansally ,Abdoulie ,Abdoulie  Mansally ,F , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Nyassi ,Sainey ,Sainey  Nyassi ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Phelan ,Pat ,Pat  Phelan ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Thompson ,Wells ,Wells  Thompson ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NYRB,Richards ,Dane ,Dane  Richards ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NYRB,Ubiparipovic ,Sinisa ,Sinisa  Ubiparipovic ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
Pool ,Monsalve ,David ,David  Monsalve ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
Pool ,Sharpe ,Christopher ,Christopher  Sharpe ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
RSL,Horst ,David ,David  Horst ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SEA,Nyassi ,Sanna ,Sanna  Nyassi ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SJE,Johnson ,Ryan ,Ryan  Johnson ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SJE,Riley ,James ,James  Riley ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
SJE,Salinas ,Shea ,Shea  Salinas ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,McCarty ,Dax ,Dax  McCarty ,M , $33Ê000.00 , $45Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Wagner ,Blake ,Blake  Wagner ,D , $33Ê000.00 , $45Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
CLB,Kamara ,Kei ,Kei  Kamara ,F , $33Ê000.00 , $43Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
CHV,Arvizu ,David ,David  Arvizu ,F , $33Ê000.00 , $40Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
CLB,Zayner ,Jed ,Jed  Zayner ,D , $33Ê000.00 , $40Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Alvarez ,Arturo ,Arturo  Alvarez ,M , $32Ê819.00 , $46Ê019.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Ellis ,Kevin ,Kevin  Ellis ,D , $32Ê604.00 , $33Ê354.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Videira,Michael,Michael Videira,M, $46Ê500.00 , $47Ê125.00 ,"May 1, 2013",2013,May,May 2013,,
CHV,Cortez ,Chris ,Chris  Cortez ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
CHV,Mayen ,Gerson ,Gerson  Mayen ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Ababio ,Eddie ,Eddie  Ababio ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Earls ,Danny ,Danny  Earls ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Emory ,Steven ,Steven  Emory ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Holody ,Mike ,Mike  Holody ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Janniere ,Joshua ,Joshua  Janniere ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SKC,Lorenz ,Scott ,Scott  Lorenz ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SKC,Saad ,Soony ,Soony  Saad ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SKC,Sinovic ,Seth ,Seth  Sinovic ,M-D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SKC,Warzycha ,Konrad ,Konrad  Warzycha ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,Alvarado ,Sean ,Sean  Alvarado ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,Jimenez ,Hector ,Hector  Jimenez ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,McCarty ,Dustin ,Dustin  McCarty ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
LAG,Thomas ,Ryan ,Ryan  Thomas ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
NE,Kinne ,Ryan ,Ryan  Kinne ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
NE,Koger ,Alan ,Alan  Koger ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
NE,Sousa ,Andrew ,Andrew  Sousa ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Horwath ,Alex ,Alex  Horwath ,GK , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Lassiter ,Tyler ,Tyler  Lassiter ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Schneider ,Teddy David ,Teddy David  Schneider ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
PHI,Houapeu ,Levi ,Levi  Houapeu ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
PHI,Richter ,Ryan ,Ryan  Richter ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
POR,Lopez ,Rodrigo ,Rodrigo  Lopez ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
POR,Thompson ,Spencer ,Spencer  Thompson ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
RSL,Agorsor ,Christopher ,Christopher  Agorsor ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Estrada ,David ,David  Estrada ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Ford ,Joshua ,Joshua  Ford ,GK , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Montano ,Miguel ,Miguel  Montano ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Neagle ,Lamar ,Lamar  Neagle ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Sanyang ,Amadou ,Amadou  Sanyang ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
SJE,Luzunaris ,Matt ,Matt  Luzunaris ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
TFC,Cordon ,Oscar ,Oscar  Cordon ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
TFC,Makubuya ,Keith ,Keith  Makubuya ,F , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
TFC,Morgan ,Ashtone ,Ashtone  Morgan ,D , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
TFC,Stinson ,Matthew ,Matthew  Stinson ,M , $32Ê604.00 , $32Ê604.00 ,"January 9, 2011",2011,January,January 2011,,
HOU,Soto ,Josue ,Josue  Soto ,M , $32Ê600.00 , $38Ê225.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Kassel ,Matt ,Matt  Kassel ,M , $32Ê600.00 , $36Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Veeder ,Korey ,Korey  Veeder ,D , $32Ê600.00 , $34Ê475.00 ,"January 9, 2011",2011,January,January 2011,,
FCD,Sanchez ,Richard ,Richard  Sanchez ,GK , $32Ê600.00 , $33Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Hot ,Sacir ,Sacir  Hot ,D , $32Ê600.00 , $33Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Videira ,Michael ,Michael  Videira ,M , $44Ê100.00 , $44Ê725.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,Gehrig ,Eric ,Eric  Gehrig ,M , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Riggs ,Alex ,Alex  Riggs ,GK , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Sippola ,Ben ,Ben  Sippola ,M-D , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
POR,Braun ,Frederick ,Frederick  Braun ,M , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
POR,Taylor ,Christopher ,Christopher  Taylor ,D , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
SJE,Ampaipitakwong ,Anthony ,Anthony  Ampaipitakwong ,M , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
VAN,Sylvestre ,Brian ,Brian  Sylvestre ,GK , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
VAN,Tan ,Long ,Long  Tan ,F , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Videira ,Michael ,Michael  Videira ,M , $44Ê100.00 , $44Ê725.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,Prim ,Santiago ,Santiago  Prim ,M , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
HOU,Newton ,Evan ,Evan  Newton ,GK , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
RSL,Schuler ,Chris ,Chris  Schuler ,D , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
SJE,Baca ,Rafael ,Rafael  Baca ,M , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
SJE,McLoughlin ,Ellis ,Ellis  McLoughlin ,F , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
VAN,Davies ,Philippe ,Philippe  Davies ,M , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
VAN,Duckett ,Bilal ,Bilal  Duckett ,D , $32Ê600.00 , $32Ê600.00 ,"January 9, 2011",2011,January,January 2011,,
CHI,Videira ,Michael ,Michael  Videira ,M , $44Ê100.00 , $44Ê725.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Holden ,Stuart ,Stuart  Holden ,M , $31Ê500.00 , $31Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Hernandez ,Moises ,Moises  Hernandez ,D , $31Ê260.00 , $31Ê260.00 ,"August 12, 2010",2010,August,August 2010,,
FCD,Ulloa ,Victor ,Victor  Ulloa ,M , $31Ê260.00 , $31Ê260.00 ,"August 12, 2010",2010,August,August 2010,,
DC,Shanosky ,Conor ,Conor  Shanosky ,D , $31Ê250.00 , $37Ê136.00 ,"August 12, 2010",2010,August,August 2010,,
CLB,Hesmer ,William ,William  Hesmer ,GK , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Wagenfuhr ,David ,David  Wagenfuhr ,D , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Yi ,Alex ,Alex  Yi ,D , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Boswell ,Robert ,Robert  Boswell ,D , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Walker ,Jamil ,Jamil  Walker ,M-F , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
LAG,Gordon ,Alan ,Alan  Gordon ,F , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
NE,Dorman ,Andy ,Andy  Dorman ,M , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
NE,Riley ,James ,James  Riley ,D-F , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
NYRB,Goldthwaite ,Kevin ,Kevin  Goldthwaite ,D , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
NYRB,Stammler ,Seth ,Seth  Stammler ,D , $30Ê870.00 , $30Ê870.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,Boyens ,Andrew ,Andrew  Boyens ,D , $30Ê000.00 , $47Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
CHV,Cunliffe ,John ,John  Cunliffe ,F , $30Ê000.00 , $45Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,Stamatopolus ,Kenny ,Kenny  Stamatopolus ,GK , $30Ê000.00 , $37Ê500.00 ,"July 31, 2007",2007,July,July 2007,,
CHI,Videira ,Michael ,Michael  Videira ,M , $42Ê000.00 , $42Ê625.00 ,"January 9, 2011",2011,January,January 2011,,
CHV,Vaughn ,Lawson ,Lawson  Vaughn ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
CLB,Gaudette ,Bill ,Bill  Gaudette ,GK , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
COL,Coundoul ,Bouna ,Bouna  Coundoul ,GK , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
COL,Cummings ,Omar ,Omar  Cummings ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
COL,Gargan ,Daniel ,Daniel  Gargan ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Oduro ,Dominic ,Dominic  Oduro ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Pereira ,Ricardo ,Ricardo  Pereira ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
FCD,Thompson ,Abe ,Abe  Thompson ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Burch ,Marc ,Marc  Burch ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Kpene ,Guy ,Guy  Kpene ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
DC,McTavish ,Devon ,Devon  McTavish ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Mediate ,Stanton ,Stanton  Mediate ,M-F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
HOU,Ashe ,Corey ,Corey  Ashe ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
HOU,Wondolowski ,Chris ,Chris  Wondolowski ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Hohlbein ,Aaron ,Aaron  Hohlbein ,M-D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Kronberg ,Eric ,Eric  Kronberg ,GK , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,McMahen ,Ryan ,Ryan  McMahen ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Morsink ,Kurt ,Kurt  Morsink ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Raybould ,Ryan ,Ryan  Raybould ,D-M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Wahl ,Tyson ,Tyson  Wahl ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
LAG,Harden ,Ty ,Ty  Harden ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
LAG,Roberts ,Troy ,Troy  Roberts ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
NE,Byrne ,Bryan ,Bryan  Byrne ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
NE,Larentowicz ,Jeff ,Jeff  Larentowicz ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
NE,Thompson ,Wells ,Wells  Thompson ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
NYRB,Richards ,Dane ,Dane  Richards ,F-M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
Pool ,Monsalve ,David ,David  Monsalve ,GK , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
RSL,Cutler ,Kenny ,Kenny  Cutler ,M , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
RSL,Forko ,Willis ,Willis  Forko ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
RSL,Harris ,Atiba ,Atiba  Harris ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
RSL,Kipre ,Jean-Martial ,Jean-Martial  Kipre ,D , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,Lombardo ,Andrea ,Andrea  Lombardo ,F , $30Ê000.00 , $30Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Hamid ,Bill ,Bill  Hamid ,GK , $20Ê100.00 , $26Ê767.00 ,"September 15, 2009",2009,September,September 2009,,
CHI,Walls ,Tony ,Tony  Walls ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
CHI,Walls ,Tony ,Tony  Walls ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CHV,Braun ,Justin ,Justin  Braun ,F , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Chijindu ,Chukwudi ,Chukwudi  Chijindu ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Mayen ,Gerson ,Gerson  Mayen ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Parker ,Lance ,Lance  Parker ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CHV,Zamora ,Cesar ,Cesar  Zamora ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CLB,Burns ,Kevin ,Kevin  Burns ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CLB,Elenio ,Cory ,Cory  Elenio ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
CLB,Grendi ,Alex ,Alex  Grendi ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
COL,Ceus ,Steward ,Steward  Ceus ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
COL,Holody ,Michael ,Michael  Holody ,D , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
COL,Schunk ,Ross ,Ross  Schunk ,F , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
DC,Barklage ,Brandon ,Brandon  Barklage ,M-F , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
DC,DiRaimondo ,John ,John  DiRaimondo ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
DC,Kocic ,Milos ,Milos  Kocic ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
HOU,Deric ,Tyler ,Tyler  Deric ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
HOU,Hayden ,John-Michael ,John-Michael  Hayden ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
HOU,Ustruck ,Erik ,Erik  Ustruck ,F , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SKC,Marquess ,Matt ,Matt  Marquess ,D , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SKC,Pardo ,Boris ,Boris  Pardo ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
LAG,Marshall ,Yohance ,Yohance  Marshall ,D , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
LAG,Patterson ,Kyle ,Kyle  Patterson ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
NE,Shuttleworth ,Robert ,Robert  Shuttleworth ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,Borman ,Danleigh ,Danleigh  Borman ,D-M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,Chirgadze ,Giorgi ,Giorgi  Chirgadze ,F , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,M'Buta ,Matthew ,Matthew  M'Buta ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,Zimmerman ,Nick ,Nick  Zimmerman ,D , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
Pool ,Guppy ,Kevin ,Kevin  Guppy ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
RSL,Cox ,Raphael ,Raphael  Cox ,D , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
RSL,Nunez ,Tino ,Tino  Nunez ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SEA,Brown ,Evan ,Evan  Brown ,D , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SEA,Fucito ,Michael ,Michael  Fucito ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SEA,Nyassi ,Sanna ,Sanna  Nyassi ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SJE,Graczyk ,Mike ,Mike  Graczyk ,GK , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
SJE,McDonald ,Brandon ,Brandon  McDonald ,M , $20Ê100.00 , $20Ê100.00 ,"September 15, 2009",2009,September,September 2009,,
